"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 09 20:04:09 CST 2022","Tue Aug 09 20:04:09 CST 2022","0","testcase.user_manager","test_02","TestTwoDay","","","test_201[B]",""
"passed","Tue Aug 09 20:04:09 CST 2022","Tue Aug 09 20:04:09 CST 2022","0","testcase.user_manager","test_02","TestTwoDay","","","test_201[C]",""
"passed","Tue Aug 09 20:04:09 CST 2022","Tue Aug 09 20:04:09 CST 2022","0","testcase.user_manager","test_02","TestTwoDay","","","test_201[A]",""
"passed","Tue Aug 09 20:04:09 CST 2022","Tue Aug 09 20:04:09 CST 2022","0","testcase.product_manage","test_01","TestOneDay","","","test_002[C]",""
"passed","Tue Aug 09 20:04:09 CST 2022","Tue Aug 09 20:04:09 CST 2022","0","testcase.product_manage","test_01","TestOneDay","","","test_003",""
"passed","Tue Aug 09 20:04:09 CST 2022","Tue Aug 09 20:04:09 CST 2022","0","testcase.product_manage","test_01","TestOneDay","","","test_002[A]",""
"passed","Tue Aug 09 20:04:09 CST 2022","Tue Aug 09 20:04:09 CST 2022","0","testcase.product_manage","test_01","TestOneDay","","","test_001",""
"passed","Tue Aug 09 20:04:09 CST 2022","Tue Aug 09 20:04:09 CST 2022","0","testcase.product_manage","test_01","TestOneDay","","","test_002[B]",""
